cornyield_smooth1980,cornyield_smooth2000,Cluster
101.74,121.68,2
90.739998,110.0,2
63.939999,107.3,1
76.479996,129.10001,1
68.379997,107.32,1
71.919998,100.76,2
83.620003,106.32,1
80.720001,111.14,2
93.779999,124.16,2
88.559998,123.14,1
80.599998,109.18,2
77.699997,109.9,2
77.959999,,1
92.18,120.08,1
93.599998,128.89999,2
,,1
78.260002,106.04,1
59.900002,104.88,1
87.659996,123.08,2
72.159996,,2
100.7,114.08,2
88.059998,121.02,1
94.379997,113.96,2
80.18,101.12,1
79.279999,108.38,1
61.799999,,2
69.099998,123.84,1
63.279999,,1
90.300003,100.92,2
86.220001,102.82,2
70.220001,,1
57.84,,2
97.160004,135.92,1
75.220001,112.32,2
73.540001,99.540001,2
84.860001,103.36,2
63.540001,85.419998,1
86.800003,112.84,2
86.68,111.3,2
74.300003,88.879997,1
75.360001,,1
96.639999,128.88,2
84.120003,125.25999,2
79.339996,,2
66.839996,,2
81.32,117.64,1
74.199997,122.08,1
79.940002,91.599998,2
79.199997,96.860001,1
97.739998,105.72,2
67.919998,,1
90.959999,125.56,2
61.899998,111.28,1
94.480003,107.52,2
92.5,108.66,2
85.479996,105.56,2
85.32,114.42,2
63.0,,1
82.400002,108.36,2
80.360001,,2
71.639999,86.120003,2
94.239998,120.94,2
93.979996,115.08,2
80.360001,96.459999,1
96.900002,147.5,1
72.82,99.339996,1
85.300003,107.7,2
91.220001,105.6,2
78.139999,93.540001,1
108.22,142.5,1
69.260002,96.519997,1
88.139999,109.46,2
,,1
75.099998,113.94,2
64.400002,,1
97.720001,131.72,1
95.400002,121.52,2
78.660004,100.38,2
77.099998,,2
97.779999,114.3,2
92.139999,122.04,1
60.18,90.599998,1
70.080002,,1
87.459999,107.22,2
88.779999,113.14,2
82.540001,104.88,2
83.279999,122.46,2
67.82,,2
61.32,109.86,1
99.019997,126.98,2
66.120003,94.220001,1
,126.34,2
73.839996,106.54,2
93.739998,125.1,2
93.540001,131.44,2
90.400002,110.34,2
96.760002,113.94,2
102.72,144.01999,1
56.16,,2
90.900002,108.68,2
107.98,138.82001,1
,,1
85.82,104.48,2
,,1
73.459999,,2
68.480003,99.860001,1
92.559998,108.62,2
65.199997,,2
74.82,103.5,1
73.340004,,2
84.200005,106.36,2
74.540001,,2
